"","time","latitude","longitude","depth","mag","magType","nst","gap","dmin","rms","net","id","updated","place","type","horizontalError","depthError","magError","magNst","status","locationSource","magSource"
"113","1982-02-02T09:28:33.730Z",25.828,-109.508,10,5.2,"mb",NA,NA,NA,1.1,"us","usp0001jet","2014-11-07T00:30:48.127Z","Gulf of California","earthquake",NA,NA,NA,30,"reviewed","us","us"
"114","1982-01-24T16:12:56.060Z",19.635,-109.407,10,4.6,"mb",NA,NA,NA,1,"us","usp0001j9k","2014-11-07T00:30:43.661Z","Revilla Gigedo Islands region","earthquake",NA,NA,NA,9,"reviewed","us","us"
"115","1982-01-23T04:21:07.990Z",17.182,-101.167,33.1,4.8,"mb",NA,NA,NA,1.1,"us","usp0001j7w","2014-11-07T00:30:42.872Z","offshore Guerrero, Mexico","earthquake",NA,8.4,NA,3,"reviewed","us","us"
"116","1982-01-19T06:12:31.460Z",15.316,-94.677,56,4.5,"mb",NA,NA,NA,0.7,"us","usp0001j47","2014-11-07T00:30:41.407Z","near the coast of Oaxaca, Mexico","earthquake",NA,3.8,NA,6,"reviewed","us","us"
"117","1982-01-02T07:05:53.410Z",16.778,-100.121,19.1,5.4,"mb",NA,NA,NA,1.1,"us","usp0001hur","2016-11-09T21:35:02.370Z","offshore Guerrero, Mexico","earthquake",NA,2.7,NA,24,"reviewed","us","us"
"118","1982-01-02T03:30:56.240Z",16.814,-100.246,26.3,5.2,"mb",NA,NA,NA,1.1,"us","usp0001hun","2016-11-09T21:35:01.889Z","offshore Guerrero, Mexico","earthquake",NA,2.8,NA,42,"reviewed","us","us"
"119","1981-12-21T10:32:11.830Z",14.818,-92.306,73,5.3,"mb",NA,NA,NA,1.2,"us","usp0001hjj","2017-04-26T17:35:13.812Z","Chiapas, Mexico","earthquake",NA,NA,NA,42,"reviewed","us","us"
"120","1981-12-17T22:56:29.130Z",16.232,-93.704,118.8,4.5,"mb",NA,NA,NA,1.1,"us","usp0001hfm","2014-11-07T00:30:32.038Z","Chiapas, Mexico","earthquake",NA,11,NA,4,"reviewed","us","us"
"121","1981-12-12T04:58:19.830Z",18.606,-102.138,104,4.7,"mb",NA,NA,NA,1.1,"us","usp0001hcf","2014-11-07T00:30:31.059Z","Michoacan, Mexico","earthquake",NA,6,NA,8,"reviewed","us","us"
"122","1981-12-05T01:12:46.270Z",20.885,-105.216,33,4.5,"mb",NA,NA,NA,1.1,"us","usp0001h8u","2014-11-07T00:30:29.578Z","Nayarit, Mexico","earthquake",NA,NA,NA,7,"reviewed","us","us"
"123","1981-11-18T05:41:38.580Z",15.149,-93.682,33,4.5,"mb",NA,NA,NA,1.3,"us","usp0001h0z","2014-11-07T00:30:23.989Z","offshore Chiapas, Mexico","earthquake",NA,NA,NA,5,"reviewed","us","us"
"124","1981-11-05T17:04:29.280Z",16.855,-98.603,64.4,4.5,"mb",NA,NA,NA,0.9,"us","usp0001gtr","2014-11-07T00:30:20.982Z","Guerrero, Mexico","earthquake",NA,4.9,NA,9,"reviewed","us","us"
"125","1981-11-01T23:18:35.440Z",18.075,-101.821,60.4,5.1,"mb",NA,NA,NA,0.9,"us","usp0001gs2","2014-11-07T00:30:18.972Z","Guerrero, Mexico","earthquake",NA,3.5,NA,45,"reviewed","us","us"
"126","1981-10-25T07:39:52.280Z",18.014,-102.018,33,4.5,"mb",NA,NA,NA,1,"us","usp0001gny","2014-11-07T00:30:15.760Z","Guerrero, Mexico","earthquake",NA,NA,NA,6,"reviewed","us","us"
"127","1981-10-25T03:35:37.090Z",17.741,-102.709,33,5.2,"mb",NA,NA,NA,0.9,"us","usp0001gnw","2014-11-07T00:30:15.734Z","offshore Michoacan, Mexico","earthquake",NA,NA,NA,27,"reviewed","us","us"
"128","1981-10-25T03:22:15.570Z",18.048,-102.084,33,7.3,"ms",NA,NA,NA,1.2,"us","usp0001gnv","2017-04-26T17:35:07.246Z","Guerrero, Mexico","earthquake",NA,NA,NA,16,"reviewed","us","us"
"129","1981-10-20T06:49:09.120Z",16.812,-98.46,46,4.9,"mb",NA,NA,NA,1,"us","usp0001gk3","2014-11-07T00:30:15.091Z","Guerrero, Mexico","earthquake",NA,NA,NA,6,"reviewed","us","us"
"130","1981-10-09T04:09:38.090Z",23.97,-108.704,10,5.1,"mb",NA,NA,NA,1.3,"us","usp0001gc4","2016-11-09T23:41:05.458Z","Gulf of California","earthquake",NA,NA,NA,25,"reviewed","us","us"
"131","1981-10-02T23:00:44.730Z",18.019,-104.51,57.8,5.2,"mb",NA,NA,NA,1,"us","usp0001g8p","2014-11-07T00:30:10.916Z","off the coast of Colima, Mexico","earthquake",NA,6.8,NA,16,"reviewed","us","us"
"132","1981-09-17T09:50:32.450Z",16.8,-99.429,22,5.4,"mb",NA,NA,NA,0.8,"us","usp0001fxt","2015-05-13T18:53:18.000Z","Guerrero, Mexico","earthquake",NA,NA,NA,43,"reviewed","us","us"
"133","1981-09-07T02:11:57.150Z",16.979,-99.945,33,4.5,"mb",NA,NA,NA,0.8,"us","usp0001fqn","2014-11-07T00:30:03.838Z","Guerrero, Mexico","earthquake",NA,NA,NA,10,"reviewed","us","us"
"134","1981-08-07T07:35:04.430Z",15.016,-92.248,33,4.6,"mb",NA,NA,NA,0.8,"us","usp0001f5d","2014-11-07T00:29:54.355Z","Chiapas, Mexico","earthquake",NA,NA,NA,3,"reviewed","us","us"
"135","1981-08-01T11:20:04.810Z",17.228,-99.431,63.9,4.9,"mb",NA,NA,NA,0.8,"us","usp0001f2a","2014-11-07T00:29:52.574Z","Guerrero, Mexico","earthquake",NA,4.6,NA,20,"reviewed","us","us"
"136","1981-07-26T05:14:22.690Z",18.216,-101.89,29,5.4,"mb",NA,NA,NA,1,"us","usp0001ey2","2016-11-09T23:04:33.681Z","Guerrero, Mexico","earthquake",NA,NA,NA,32,"reviewed","us","us"
"137","1981-07-24T07:33:38.380Z",15.783,-94.467,33,4.8,"mb",NA,NA,NA,1.3,"us","usp0001ews","2014-11-07T00:29:49.081Z","offshore Oaxaca, Mexico","earthquake",NA,NA,NA,2,"reviewed","us","us"
"138","1981-07-22T19:38:03.280Z",15.21,-94.995,41.2,4.8,"mb",NA,NA,NA,0.8,"us","usp0001evg","2014-11-07T00:29:48.764Z","offshore Oaxaca, Mexico","earthquake",NA,5.2,NA,19,"reviewed","us","us"
"139","1981-07-21T10:22:54.700Z",16.508,-98.408,52.6,5.2,"ms",NA,NA,NA,1,"us","usp0001eum","2016-11-09T23:02:08.833Z","Guerrero, Mexico","earthquake",NA,4.3,NA,2,"reviewed","us","us"
"140","1981-07-21T09:20:10.410Z",16.167,-98.491,40.6,4.8,"mb",NA,NA,NA,0.9,"us","usp0001euj","2014-11-07T00:29:48.580Z","offshore Oaxaca, Mexico","earthquake",NA,7.8,NA,15,"reviewed","us","us"
"141","1981-07-21T09:14:18.690Z",16.282,-98.373,24.9,5.1,"mb",NA,NA,NA,0.9,"us","usp0001euh","2014-11-07T00:29:48.564Z","Oaxaca, Mexico","earthquake",NA,3.1,NA,25,"reviewed","us","us"
"142","1981-07-13T10:04:03.260Z",17.15,-97.697,59.5,4.5,"mb",NA,NA,NA,1,"us","usp0001enx","2014-11-07T00:29:46.807Z","Oaxaca, Mexico","earthquake",NA,5.1,NA,5,"reviewed","us","us"
"143","1981-07-04T05:30:50.790Z",17.814,-96.642,72.5,4.8,"mb",NA,NA,NA,0.9,"us","usp0001egr","2014-11-07T00:29:44.165Z","Oaxaca, Mexico","earthquake",NA,3.2,NA,20,"reviewed","us","us"
"144","1981-06-29T04:05:58.080Z",15.291,-94.497,33,4.9,"mb",NA,NA,NA,0.7,"us","usp0001ede","2014-11-07T00:29:40.424Z","offshore Oaxaca, Mexico","earthquake",NA,NA,NA,10,"reviewed","us","us"
"145","1981-06-20T03:50:03.460Z",16.184,-98.472,22,5,"mb",NA,NA,NA,0.9,"us","usp0001e8a","2014-11-07T00:29:38.476Z","offshore Oaxaca, Mexico","earthquake",NA,NA,NA,22,"reviewed","us","us"
"146","1981-06-16T21:36:55.460Z",15.723,-96.202,33,4.6,"mb",NA,NA,NA,1.2,"us","usp0001e6v","2014-11-07T00:29:38.185Z","Oaxaca, Mexico","earthquake",NA,NA,NA,3,"reviewed","us","us"
"147","1981-06-01T15:12:46.760Z",18.734,-107.026,33,6,"ms",NA,NA,NA,1,"us","usp0001dzb","2016-11-09T22:39:24.692Z","off the coast of Jalisco, Mexico","earthquake",NA,NA,NA,5,"reviewed","us","us"
"148","1981-05-30T05:08:33.410Z",25.558,-108.744,10,4.5,"mb",NA,NA,NA,1.2,"us","usp0001dxx","2014-11-07T00:29:31.850Z","Sinaloa, Mexico","earthquake",NA,NA,NA,1,"reviewed","us","us"
"149","1981-05-22T14:30:09.830Z",19.756,-105.066,93,4.7,"mb",NA,NA,NA,0.8,"us","usp0001dtk","2014-11-07T00:29:30.579Z","Jalisco, Mexico","earthquake",NA,4.9,NA,12,"reviewed","us","us"
"150","1981-05-14T15:29:27.600Z",16.642,-95.241,57.3,4.5,"mb",NA,NA,NA,0.8,"us","usp0001dp1","2014-11-07T00:29:29.409Z","Oaxaca, Mexico","earthquake",NA,4.6,NA,11,"reviewed","us","us"
"151","1981-04-15T09:51:16.910Z",16.232,-98.576,33,4.8,"mb",NA,NA,NA,0.8,"us","usp0001d5v","2014-11-07T00:29:13.719Z","offshore Oaxaca, Mexico","earthquake",NA,NA,NA,10,"reviewed","us","us"
"152","1981-04-06T04:50:54.140Z",18.086,-104.905,33,4.9,"mb",NA,NA,NA,0.8,"us","usp0001d19","2014-11-07T00:29:10.787Z","off the coast of Colima, Mexico","earthquake",NA,NA,NA,8,"reviewed","us","us"
"153","1981-04-02T19:33:21.100Z",18.917,-108.831,10,4.6,"mb",NA,NA,NA,0.7,"us","usp0001d03","2014-11-07T00:29:09.356Z","Revilla Gigedo Islands region","earthquake",NA,NA,NA,4,"reviewed","us","us"
"154","1981-03-11T05:11:38.950Z",17.089,-98.255,89.2,4.5,"mb",NA,NA,NA,1.1,"us","usp0001cn5","2014-11-07T00:29:03.927Z","Guerrero, Mexico","earthquake",NA,6.5,NA,2,"reviewed","us","us"
"155","1981-03-09T22:38:51.980Z",18.831,-103.907,55.6,5.7,"mb",NA,NA,NA,1.1,"us","usp0001cme","2017-04-26T17:34:41.246Z","Colima, Mexico","earthquake",NA,3.6,NA,61,"reviewed","us","us"
"156","1981-02-27T16:11:29.310Z",18.577,-107.089,33,4.8,"mb",NA,NA,NA,1.1,"us","usp0001cez","2014-11-07T00:28:57.904Z","off the coast of Jalisco, Mexico","earthquake",NA,NA,NA,11,"reviewed","us","us"
"157","1981-02-14T09:24:47.210Z",19.355,-109.332,10,4.6,"mb",NA,NA,NA,0.7,"us","usp0001c65","2014-11-07T00:28:55.519Z","Revilla Gigedo Islands region","earthquake",NA,NA,NA,7,"reviewed","us","us"
"158","1981-02-14T01:08:41.940Z",16.059,-96.3,39,5,"mb",NA,NA,NA,0.7,"us","usp0001c5t","2016-11-09T21:52:41.917Z","Oaxaca, Mexico","earthquake",NA,NA,NA,22,"reviewed","us","us"
"159","1981-02-12T06:33:10.580Z",17.498,-100.23,79.9,4.7,"mb",NA,NA,NA,0.8,"us","usp0001c4p","2014-11-07T00:28:54.867Z","Guerrero, Mexico","earthquake",NA,5.6,NA,4,"reviewed","us","us"
"160","1986-06-29T13:51:18.700Z",18.229,-103.501,33,4.6,"mb",NA,NA,NA,1.3,"us","usp0002vj4","2014-11-07T00:38:35.621Z","offshore Michoacan, Mexico","earthquake",NA,NA,NA,2,"reviewed","us","us"
"161","1986-06-29T06:23:21.250Z",14.879,-93.474,53.9,4.5,"mb",NA,NA,NA,1.2,"us","usp0002vhf","2014-11-07T00:38:35.497Z","offshore Chiapas, Mexico","earthquake",NA,9.9,NA,16,"reviewed","us","us"
"162","1986-06-21T23:57:03.360Z",14.801,-93.706,28.8,4.7,"mb",NA,NA,NA,0.9,"us","usp0002v9f","2014-11-07T00:38:34.090Z","offshore Chiapas, Mexico","earthquake",NA,3.6,NA,23,"reviewed","us","us"
"163","1986-06-21T00:37:30.850Z",15.713,-97.974,33,4.7,"mb",NA,NA,NA,0.7,"us","usp0002v8c","2014-11-07T00:38:33.943Z","offshore Oaxaca, Mexico","earthquake",NA,NA,NA,1,"reviewed","us","us"
"164","1986-06-19T04:39:46.090Z",18.354,-101.444,69.9,5.2,"mb",NA,NA,NA,1.1,"us","usp0002v6j","2014-11-07T00:38:33.604Z","Guerrero, Mexico","earthquake",NA,6.4,NA,29,"reviewed","us","us"
"165","1986-06-16T19:54:02.590Z",14.996,-94.164,33,4.8,"mb",NA,NA,NA,1,"us","usp0002v40","2014-11-07T00:38:33.180Z","off the coast of Chiapas, Mexico","earthquake",NA,NA,NA,30,"reviewed","us","us"
"166","1986-06-16T05:51:08.380Z",17.26,-99.459,62.9,4.5,"mb",NA,NA,NA,0.9,"us","usp0002v3b","2014-11-07T00:38:33.036Z","Guerrero, Mexico","earthquake",NA,12.1,NA,4,"reviewed","us","us"
"167","1986-06-11T23:14:30.650Z",14.994,-93.206,50.7,4.8,"mb",NA,NA,NA,1.3,"us","usp0002uzb","2014-11-07T00:38:32.461Z","offshore Chiapas, Mexico","earthquake",NA,NA,NA,21,"reviewed","us","us"
"168","1986-06-11T21:39:47.350Z",18.265,-100.644,52.4,5.1,"mb",NA,NA,NA,1.4,"us","usp0002uz9","2014-11-07T00:38:32.447Z","Guerrero, Mexico","earthquake",NA,NA,NA,42,"reviewed","us","us"
"169","1986-06-05T05:15:16.800Z",17.814,-105.503,10,4.6,"mb",NA,NA,NA,1.1,"us","usp0002ut7","2014-11-07T00:38:31.240Z","off the coast of Jalisco, Mexico","earthquake",NA,NA,NA,5,"reviewed","us","us"
"170","1986-06-03T20:55:05.030Z",17.742,-105.717,10,5,"mb",NA,NA,NA,1,"us","usp0002urs","2014-11-07T00:38:30.670Z","off the coast of Jalisco, Mexico","earthquake",NA,NA,NA,8,"reviewed","us","us"
"171","1986-05-29T20:31:19.780Z",16.955,-98.733,36.4,5.2,"mw",NA,NA,NA,1.1,"us","usp0002uju","2016-11-09T22:38:15.616Z","Guerrero, Mexico","earthquake",NA,NA,NA,NA,"reviewed","us","hrv"
"172","1986-05-24T16:24:17.070Z",14.938,-93.8,33,4.5,"mb",NA,NA,NA,1.3,"us","usp0002uct","2014-11-07T00:38:25.828Z","offshore Chiapas, Mexico","earthquake",NA,NA,NA,6,"reviewed","us","us"
"173","1986-05-24T10:39:42.850Z",15.527,-95.646,33,5.2,"ms",NA,NA,NA,1,"us","usp0002ucd","2014-11-07T00:38:25.759Z","offshore Oaxaca, Mexico","earthquake",NA,NA,NA,2,"reviewed","us","us"
"174","1986-05-18T23:25:42.690Z",18.32,-103.257,33,4.5,"mb",NA,NA,NA,1.5,"us","usp0002u5r","2014-11-07T00:38:24.624Z","Michoacan, Mexico","earthquake",NA,NA,NA,3,"reviewed","us","us"
"175","1986-05-15T10:53:12.610Z",18.232,-100.98,33,4.9,"mb",NA,NA,NA,0.8,"us","usp0002u1h","2014-11-07T00:38:23.880Z","Guerrero, Mexico","earthquake",NA,NA,NA,14,"reviewed","us","us"
"176","1986-05-06T13:16:42.260Z",18.43,-103.162,56.9,4.9,"mb",NA,NA,NA,1.2,"us","usp0002tjw","2014-11-07T00:38:20.749Z","Michoacan, Mexico","earthquake",NA,11.2,NA,29,"reviewed","us","us"
"177","1986-05-05T05:46:37.480Z",18.156,-102.657,37.8,5.9,"mw",NA,NA,NA,1.1,"us","usp0002thv","2016-11-09T22:27:17.295Z","Michoacan, Mexico","earthquake",NA,5.3,NA,NA,"reviewed","us","hrv"
"178","1986-05-02T08:47:03.900Z",18.436,-103.119,45.6,4.9,"mb",NA,NA,NA,1.1,"us","usp0002te7","2014-11-07T00:38:19.307Z","Michoacan, Mexico","earthquake",NA,6.1,NA,32,"reviewed","us","us"
"179","1986-04-30T08:12:54.270Z",18.404,-102.863,33,4.9,"mb",NA,NA,NA,1.2,"us","usp0002tcd","2014-11-07T00:38:16.303Z","Michoacan, Mexico","earthquake",NA,NA,NA,32,"reviewed","us","us"
"180","1986-04-30T08:09:01.000Z",18.368,-103.018,33,4.9,"mb",NA,NA,NA,1.2,"us","usp0002tcc","2014-11-07T00:38:16.297Z","Michoacan, Mexico","earthquake",NA,NA,NA,35,"reviewed","us","us"
"181","1986-04-30T07:07:18.120Z",18.404,-102.973,26.5,7,"mw",NA,NA,NA,1.2,"us","usp0002tcb","2017-04-26T17:39:48.888Z","Michoacan, Mexico","earthquake",NA,NA,NA,NA,"reviewed","us","nc"
"182","1986-04-28T08:22:36.390Z",17.232,-95.163,112.6,4.5,"mb",NA,NA,NA,1,"us","usp0002t9p","2014-11-07T00:38:16.009Z","Oaxaca, Mexico","earthquake",NA,7.9,NA,7,"reviewed","us","us"
"183","1986-04-26T20:00:06.880Z",19.732,-109.401,10,4.6,"mb",NA,NA,NA,1,"us","usp0002t7k","2014-11-07T00:38:15.747Z","Revilla Gigedo Islands region","earthquake",NA,NA,NA,10,"reviewed","us","us"
"184","1986-04-07T22:43:29.600Z",15.54,-94.423,48,5.6,"mw",NA,NA,NA,1.1,"us","usp0002sr7","2016-11-09T22:15:07.867Z","offshore Oaxaca, Mexico","earthquake",NA,NA,NA,NA,"reviewed","us","hrv"
"185","1986-03-24T19:43:23.940Z",18.08,-113.571,10,5.1,"mb",NA,NA,NA,1.1,"us","usp0002s7r","2014-11-07T00:38:05.516Z","Revilla Gigedo Islands region","earthquake",NA,NA,NA,18,"reviewed","us","us"
"186","1986-03-18T11:14:27.820Z",17.7,-101.15,62.9,4.6,"mb",NA,NA,NA,1.1,"us","usp0002rye","2014-11-07T00:38:03.804Z","Guerrero, Mexico","earthquake",NA,6.6,NA,15,"reviewed","us","us"
"187","1986-03-03T09:46:51.040Z",16.079,-96.21,44.2,4.6,"mb",NA,NA,NA,0.9,"us","usp0002rg3","2014-11-07T00:38:00.407Z","Oaxaca, Mexico","earthquake",NA,7.4,NA,14,"reviewed","us","us"
"188","1986-03-02T12:20:46.270Z",23.983,-108.869,10,4.5,"mb",NA,NA,NA,1.3,"us","usp0002rf0","2014-11-07T00:38:00.029Z","Gulf of California","earthquake",NA,NA,NA,6,"reviewed","us","us"
"189","1986-02-20T20:54:33.900Z",17.605,-94.974,138.7,4.8,"mb",NA,NA,NA,1,"us","usp0002r5g","2014-11-07T00:37:56.262Z","Veracruz, Mexico","earthquake",NA,12.2,NA,8,"reviewed","us","us"
"190","1986-02-07T21:26:54.800Z",17.978,-101.439,68.1,4.9,"mb",NA,NA,NA,1.2,"us","usp0002qtr","2014-11-07T00:37:53.837Z","Guerrero, Mexico","earthquake",NA,10.5,NA,33,"reviewed","us","us"
"191","1986-02-06T20:31:32.250Z",19.821,-109.197,10,4.6,"mb",NA,NA,NA,1.5,"us","usp0002qsh","2014-11-07T00:37:53.634Z","Revilla Gigedo Islands region","earthquake",NA,NA,NA,3,"reviewed","us","us"
"192","1986-02-03T15:12:46.700Z",15.075,-92.072,16.2,4.7,"mb",NA,NA,NA,1.2,"us","usp0002qph","2014-11-07T00:37:52.340Z","Chiapas, Mexico","earthquake",NA,5.2,NA,4,"reviewed","us","us"
"193","1986-02-01T14:57:52.090Z",16.061,-95.312,17.7,5,"mb",NA,NA,NA,0.9,"us","usp0002qn0","2014-11-07T00:37:51.546Z","offshore Oaxaca, Mexico","earthquake",NA,7.3,NA,31,"reviewed","us","us"
"194","1986-01-29T20:01:22.120Z",17.296,-101.451,33,4.6,"mb",NA,NA,NA,1.2,"us","usp0002qjf","2014-11-07T00:37:49.265Z","offshore Guerrero, Mexico","earthquake",NA,NA,NA,10,"reviewed","us","us"
"195","1986-01-28T15:43:56.830Z",17.791,-105.95,33,4.8,"mb",NA,NA,NA,1.3,"us","usp0002qhb","2014-11-07T00:37:49.128Z","off the coast of Jalisco, Mexico","earthquake",NA,NA,NA,13,"reviewed","us","us"
"196","1986-01-27T19:36:16.380Z",17.92,-102.707,33,4.9,"mb",NA,NA,NA,1.1,"us","usp0002qgh","2014-11-07T00:37:48.998Z","offshore Michoacan, Mexico","earthquake",NA,NA,NA,11,"reviewed","us","us"
"197","1986-01-24T18:03:31.640Z",17.286,-101.138,33,4.5,"mb",NA,NA,NA,1.2,"us","usp0002qd7","2014-11-07T00:37:48.630Z","offshore Guerrero, Mexico","earthquake",NA,NA,NA,6,"reviewed","us","us"
"198","1986-01-18T17:58:08.970Z",18.346,-101.241,33,4.9,"mb",NA,NA,NA,0.8,"us","usp0002q6x","2014-11-07T00:37:48.013Z","Guerrero, Mexico","earthquake",NA,NA,NA,21,"reviewed","us","us"
"199","1986-01-12T16:51:22.680Z",17.976,-101.966,33,5.1,"mb",NA,NA,NA,1.4,"us","usp0002q02","2014-11-07T00:37:47.066Z","offshore Guerrero, Mexico","earthquake",NA,NA,NA,15,"reviewed","us","us"
"200","1986-01-09T23:07:19.750Z",26.312,-110.88,10,4.6,"mb",NA,NA,NA,1.3,"us","usp0002px9","2014-11-07T00:37:46.179Z","Gulf of California","earthquake",NA,NA,NA,1,"reviewed","us","us"
"201","1986-01-04T23:31:07.540Z",19.36,-108.524,10,5.6,"mw",NA,NA,NA,1.2,"us","usp0002pry","2016-11-09T21:35:48.267Z","Revilla Gigedo Islands region","earthquake",NA,NA,NA,NA,"reviewed","us","hrv"
"202","1986-01-04T02:50:27.850Z",19.474,-109.437,10,4.6,"ms",NA,NA,NA,1.1,"us","usp0002pr6","2014-11-07T00:37:44.595Z","Revilla Gigedo Islands region","earthquake",NA,NA,NA,1,"reviewed","us","us"
"203","1986-01-02T14:35:59.960Z",18.786,-101.197,105.7,4.9,"mb",NA,NA,NA,1.1,"us","usp0002pps","2014-11-07T00:37:43.994Z","Michoacan, Mexico","earthquake",NA,9,NA,24,"reviewed","us","us"
"204","1986-01-01T22:01:13.690Z",19.282,-108.386,10,5.6,"mw",NA,NA,NA,1,"us","usp0002ppd","2016-11-09T21:34:40.446Z","Revilla Gigedo Islands region","earthquake",NA,NA,NA,NA,"reviewed","us","hrv"
"205","1985-12-23T11:30:43.710Z",17.495,-101.813,33,4.5,"mb",NA,NA,NA,1.5,"us","usp0002pa1","2014-11-07T00:37:39.696Z","offshore Guerrero, Mexico","earthquake",NA,NA,NA,2,"reviewed","us","us"
"206","1985-12-19T07:32:00.980Z",15.268,-91.978,32.5,4.8,"mb",NA,NA,NA,1.1,"us","usp0002p2r","2014-11-07T00:37:38.668Z","Guatemala","earthquake",NA,8.1,NA,17,"reviewed","us","us"
"207","1985-12-18T21:58:44.830Z",16.54,-98.816,33,4.6,"mb",NA,NA,NA,1.5,"us","usp0002p29","2014-11-07T00:37:38.607Z","offshore Guerrero, Mexico","earthquake",NA,NA,NA,3,"reviewed","us","us"
"208","1985-11-25T15:39:04.100Z",16.356,-95.614,56,4.8,"mb",NA,NA,NA,1,"us","usp0002n70","2014-11-07T00:37:30.561Z","Oaxaca, Mexico","earthquake",NA,5.7,NA,15,"reviewed","us","us"
"209","1985-11-24T09:44:20.260Z",16.323,-98.172,33,4.5,"mb",NA,NA,NA,0.8,"us","usp0002n5k","2014-11-07T00:37:30.379Z","Oaxaca, Mexico","earthquake",NA,NA,NA,12,"reviewed","us","us"
"210","1985-11-20T04:45:40.730Z",14.805,-93.549,96.8,4.7,"mb",NA,NA,NA,1.3,"us","usp0002myy","2014-11-07T00:37:29.495Z","offshore Chiapas, Mexico","earthquake",NA,11.5,NA,3,"reviewed","us","us"
"211","1985-11-16T04:22:38.420Z",16.21,-92.963,160.4,4.7,"mb",NA,NA,NA,1.1,"us","usp0002mua","2014-11-07T00:37:28.928Z","Chiapas, Mexico","earthquake",NA,6.7,NA,9,"reviewed","us","us"
"212","1985-10-31T01:26:57.270Z",16.383,-93.497,33,4.8,"mb",NA,NA,NA,1.4,"us","usp0002mav","2014-11-07T00:37:22.167Z","Chiapas, Mexico","earthquake",NA,NA,NA,7,"reviewed","us","us"
"213","1985-10-30T02:30:41.120Z",16.799,-100.298,33,4.5,"mb",NA,NA,NA,1.2,"us","usp0002m9p","2014-11-07T00:37:22.040Z","offshore Guerrero, Mexico","earthquake",NA,NA,NA,4,"reviewed","us","us"
"214","1985-10-29T15:02:27.840Z",18.158,-102.548,38.8,5.9,"mw",NA,NA,NA,1.3,"us","usp0002m91","2017-04-26T17:39:23.001Z","Michoacan, Mexico","earthquake",NA,6.9,NA,NA,"reviewed","us","hrv"
"215","1985-10-15T05:59:32.270Z",18.282,-103.004,33,4.8,"mb",NA,NA,NA,1.4,"us","usp0002kt8","2014-11-07T00:37:19.606Z","Michoacan, Mexico","earthquake",NA,NA,NA,23,"reviewed","us","us"
"216","1985-10-11T03:39:10.960Z",15.299,-90.863,5,4.5,"mb",NA,NA,NA,1,"us","usp0002kpk","2017-04-13T21:57:44.713Z","Guatemala","earthquake",NA,NA,NA,13,"reviewed","us","us"
"217","1985-09-28T03:52:46.670Z",17.274,-101.182,33,5.4,"mw",NA,NA,NA,1.1,"us","usp0002k7c","2016-11-09T23:35:37.866Z","offshore Guerrero, Mexico","earthquake",NA,NA,NA,NA,"reviewed","us","hrv"
"218","1985-09-27T11:16:26.950Z",17.97,-101.993,33,4.7,"mb",NA,NA,NA,1.2,"us","usp0002k6p","2014-11-07T00:37:12.889Z","offshore Guerrero, Mexico","earthquake",NA,NA,NA,18,"reviewed","us","us"
"219","1985-09-25T07:43:57.060Z",18.208,-102.74,29.9,5.7,"mw",NA,NA,NA,1.1,"us","usp0002k3m","2016-11-09T23:34:05.128Z","Michoacan, Mexico","earthquake",NA,13.3,NA,NA,"reviewed","us","hrv"
"220","1985-09-24T22:37:25.950Z",17.841,-102.341,33,4.5,"mb",NA,NA,NA,1.3,"us","usp0002k33","2014-11-07T00:37:12.355Z","offshore Michoacan, Mexico","earthquake",NA,NA,NA,14,"reviewed","us","us"
"221","1985-09-24T07:03:13.970Z",18.046,-101.911,33,4.5,"mb",NA,NA,NA,1.4,"us","usp0002k2f","2014-11-07T00:37:12.270Z","Guerrero, Mexico","earthquake",NA,NA,NA,15,"reviewed","us","us"
"222","1985-09-23T19:31:32.920Z",17.255,-101.432,33,4.5,"mb",NA,NA,NA,0.5,"us","usp0002k1u","2014-11-07T00:37:12.218Z","offshore Guerrero, Mexico","earthquake",NA,NA,NA,1,"reviewed","us","us"
"223","1985-09-21T01:37:13.470Z",17.802,-101.647,30.8,7.6,"mw",NA,NA,NA,1.2,"us","usp0002jyp","2017-04-26T17:39:15.857Z","Guerrero, Mexico","earthquake",NA,4.9,NA,NA,"reviewed","us","hrv"
"224","1985-09-20T19:29:57.160Z",18.064,-102.685,33,4.9,"mb",NA,NA,NA,1.1,"us","usp0002jyh","2014-11-07T00:37:11.342Z","Michoacan, Mexico","earthquake",NA,NA,NA,31,"reviewed","us","us"
"225","1985-09-20T09:02:47.220Z",16.256,-98.558,22.9,4.9,"mb",NA,NA,NA,0.9,"us","usp0002jxy","2014-11-07T00:37:11.276Z","offshore Oaxaca, Mexico","earthquake",NA,NA,NA,29,"reviewed","us","us"
"226","1985-09-20T03:42:40.070Z",17.524,-101.575,33,4.5,"mb",NA,NA,NA,1.3,"us","usp0002jxk","2014-11-07T00:37:11.202Z","offshore Guerrero, Mexico","earthquake",NA,NA,NA,12,"reviewed","us","us"
"227","1985-09-20T03:34:58.180Z",17.569,-101.561,33,4.7,"mb",NA,NA,NA,1.1,"us","usp0002jxh","2014-11-07T00:37:11.193Z","offshore Guerrero, Mexico","earthquake",NA,NA,NA,16,"reviewed","us","us"
"228","1985-09-19T18:29:30.620Z",17.789,-101.489,33,5,"mb",NA,NA,NA,1,"us","usp0002jwt","2014-11-07T00:37:11.107Z","Guerrero, Mexico","earthquake",NA,NA,NA,13,"reviewed","us","us"
